"datetime","count"
"2011-01-20 00:00:00",97.3041394932736
"2011-01-20 01:00:00",93.302200336723
"2011-01-20 02:00:00",93.302200336723
"2011-01-20 03:00:00",89.783084182824
"2011-01-20 04:00:00",89.783084182824
"2011-01-20 05:00:00",84.3163681637493
"2011-01-20 06:00:00",90.1730186286718
"2011-01-20 07:00:00",81.6555819116289
"2011-01-20 08:00:00",81.6555819116289
"2011-01-20 09:00:00",89.7678527585097
"2011-01-20 10:00:00",92.5712667332518
"2011-01-20 11:00:00",122.597791372546
"2011-01-20 12:00:00",143.687803814722
"2011-01-20 13:00:00",117.089569408179
"2011-01-20 14:00:00",128.817014651869
"2011-01-20 15:00:00",137.524699602682
"2011-01-20 16:00:00",116.580242091161
"2011-01-20 17:00:00",128.046095087051
"2011-01-20 18:00:00",89.783084182824
"2011-01-20 19:00:00",97.3041394932736
"2011-01-20 20:00:00",83.747959233245
"2011-01-20 21:00:00",84.3163681637493
"2011-01-20 22:00:00",91.7367176894885
"2011-01-20 23:00:00",91.7367176894885
"2011-01-21 00:00:00",86.3276713634195
"2011-01-21 01:00:00",86.3276713634195
"2011-01-21 02:00:00",74.5713938538311
"2011-01-21 03:00:00",73.1430344114511
"2011-01-21 04:00:00",82.3128869917258
"2011-01-21 05:00:00",88.2156151203802
"2011-01-21 06:00:00",81.6555819116289
"2011-01-21 07:00:00",72.0936198283383
"2011-01-21 08:00:00",82.8502090411856
"2011-01-21 09:00:00",72.0936198283383
"2011-01-21 10:00:00",78.492308216022
"2011-01-21 11:00:00",92.291283609962
"2011-01-21 12:00:00",99.4739234241448
"2011-01-21 13:00:00",102.186657786835
"2011-01-21 14:00:00",104.175863483673
"2011-01-21 15:00:00",119.765804463604
"2011-01-21 16:00:00",112.27583337917
"2011-01-21 17:00:00",102.572665847947
"2011-01-21 18:00:00",83.4348966679696
"2011-01-21 19:00:00",88.7677389293786
"2011-01-21 20:00:00",68.9139065917231
"2011-01-21 21:00:00",65.1464597952891
"2011-01-21 22:00:00",48.5949035635317
"2011-01-21 23:00:00",54.7423245237864
"2011-01-22 00:00:00",59.6125563443064
"2011-01-22 01:00:00",43.6533764533305
"2011-01-22 02:00:00",48.5949035635317
"2011-01-22 03:00:00",48.5949035635317
"2011-01-22 04:00:00",46.3550171691039
"2011-01-22 06:00:00",68.8239326755856
"2011-01-22 07:00:00",62.1747329290507
"2011-01-22 08:00:00",62.1747329290507
"2011-01-22 09:00:00",48.5949035635317
"2011-01-22 10:00:00",67.119328316693
"2011-01-22 11:00:00",65.1464597952891
"2011-01-22 12:00:00",74.3496627237733
"2011-01-22 13:00:00",93.6083385886489
"2011-01-22 14:00:00",82.1827327417936
"2011-01-22 15:00:00",95.1799467556716
"2011-01-22 16:00:00",97.8165382849309
"2011-01-22 17:00:00",100.155930959237
"2011-01-22 18:00:00",77.2678321046079
"2011-01-22 19:00:00",71.7173558086075
"2011-01-22 20:00:00",63.7453987277483
"2011-01-22 21:00:00",77.9774403553994
"2011-01-22 22:00:00",65.203716852143
"2011-01-22 23:00:00",58.5030328387741
"2011-01-23 00:00:00",58.5030328387741
"2011-01-23 01:00:00",58.5030328387741
"2011-01-23 02:00:00",56.4821009205555
"2011-01-23 03:00:00",56.4821009205555
"2011-01-23 05:00:00",58.5030328387741
"2011-01-23 06:00:00",58.5030328387741
"2011-01-23 07:00:00",65.8642003070815
"2011-01-23 08:00:00",54.398231254743
"2011-01-23 09:00:00",61.1546520552303
"2011-01-23 10:00:00",65.5073528847392
"2011-01-23 11:00:00",74.1631779066041
"2011-01-23 12:00:00",81.4237750929722
"2011-01-23 13:00:00",71.4756087187544
"2011-01-23 14:00:00",97.8165382849309
"2011-01-23 15:00:00",97.8165382849309
"2011-01-23 16:00:00",112.27583337917
"2011-01-23 17:00:00",135.678696374814
"2011-01-23 18:00:00",83.4348966679696
"2011-01-23 19:00:00",83.4348966679696
"2011-01-23 20:00:00",68.5558206024238
"2011-01-23 21:00:00",68.5558206024238
"2011-01-23 22:00:00",77.5552794975008
"2011-01-23 23:00:00",67.119328316693
"2011-01-24 00:00:00",67.119328316693
"2011-01-24 01:00:00",68.797208983407
"2011-01-24 03:00:00",59.6125563443064
"2011-01-24 04:00:00",68.8428795135984
"2011-01-24 05:00:00",68.8428795135984
"2011-01-24 06:00:00",59.3407946575676
"2011-01-24 07:00:00",66.4268559620178
"2011-01-24 08:00:00",65.8869665739228
"2011-01-24 09:00:00",80.1295399892862
"2011-01-24 10:00:00",82.7021648868057
"2011-01-24 11:00:00",66.2354946326778
"2011-01-24 12:00:00",82.7021648868057
"2011-01-24 13:00:00",74.1631779066041
"2011-01-24 14:00:00",63.0503452735911
"2011-01-24 15:00:00",91.1165211112499
"2011-01-24 16:00:00",75.4943599378478
"2011-01-24 17:00:00",66.5223621047752
"2011-01-24 18:00:00",70.7725055442976
"2011-01-24 19:00:00",76.8808542233741
"2011-01-24 20:00:00",70.7725055442976
"2011-01-24 21:00:00",56.5222091724651
"2011-01-24 22:00:00",58.6711730888348
"2011-01-24 23:00:00",68.0329729003013
"2011-01-25 00:00:00",69.3671292000654
"2011-01-25 01:00:00",72.1996065990051
"2011-01-25 02:00:00",73.2175268196207
"2011-01-25 04:00:00",58.6907852116896
"2011-01-25 05:00:00",79.3278241208858
"2011-01-25 06:00:00",62.4354960810017
"2011-01-25 07:00:00",78.0830269515807
"2011-01-25 08:00:00",62.4354960810017
"2011-01-25 09:00:00",76.1237303573486
"2011-01-25 10:00:00",83.747959233245
"2011-01-25 11:00:00",83.747959233245
"2011-01-25 12:00:00",98.4606412973912
"2011-01-25 13:00:00",93.302200336723
"2011-01-25 14:00:00",145.784168167282
"2011-01-25 15:00:00",151.224131817974
"2011-01-25 16:00:00",151.224131817974
"2011-01-25 17:00:00",145.784168167282
"2011-01-25 18:00:00",128.046095087051
"2011-01-25 19:00:00",85.7656090122551
"2011-01-25 20:00:00",92.2797978192153
